Position x, Position y, Velocity x, Velocity y
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
1.0000, 0.0049, 0.0000, 0.0000
0.9999, 0.0049, -0.0006, 0.0000
0.9995, 0.0049, -0.0016, 0.0000
0.9990, 0.0048, -0.0029, -0.0006
0.9979, 0.0045, -0.0055, -0.0016
0.9964, 0.0040, -0.0072, -0.0023
0.9947, 0.0035, -0.0087, -0.0026
0.9928, 0.0030, -0.0095, -0.0028
0.9907, 0.0024, -0.0104, -0.0029
0.9886, 0.0018, -0.0108, -0.0028
0.9865, 0.0013, -0.0108, -0.0027
0.9842, 0.0008, -0.0111, -0.0026
0.9820, 0.0003, -0.0111, -0.0025
0.9799, -0.0002, -0.0108, -0.0023
0.9779, -0.0006, -0.0103, -0.0021
0.9758, -0.0010, -0.0103, -0.0020
0.9738, -0.0014, -0.0101, -0.0018
0.9719, -0.0017, -0.0097, -0.0017
0.9699, -0.0020, -0.0098, -0.0015
0.9680, -0.0023, -0.0097, -0.0014
0.9661, -0.0025, -0.0093, -0.0013
0.9642, -0.0028, -0.0095, -0.0012
0.9623, -0.0030, -0.0100, -0.0011
0.9603, -0.0032, -0.0101, -0.0010
0.9582, -0.0033, -0.0105, -0.0009
0.9560, -0.0035, -0.0111, -0.0008
0.9537, -0.0036, -0.0113, -0.0007
