Position x, Position y, Velocity x, Velocity y
-0.1541, -0.0050, -0.0053, 0.0000, 2.1726
-0.1550, -0.0050, -0.0049, 0.0000, 2.1749
-0.1552, -0.0050, -0.0048, 0.0000, 2.1916
-0.1561, -0.0050, -0.0045, 0.0000, 2.2080
-0.1569, -0.0050, -0.0041, 0.0000, 2.2113
-0.1570, -0.0050, -0.0041, 0.0000, 2.2274
-0.1579, -0.0050, -0.0044, 0.0000, 2.2300
-0.1580, -0.0050, -0.0044, 0.0000, 2.2465
-0.1589, -0.0050, -0.0044, 0.0000, 2.2632
-0.1598, -0.0050, -0.0043, 0.0000, 2.2664
-0.1599, -0.0050, -0.0044, 0.0000, 2.2828
-0.1609, -0.0050, -0.0048, 0.0000, 2.2859
-0.1611, -0.0050, -0.0050, 0.0000, 2.3024
-0.1622, -0.0050, -0.0057, 0.0000, 2.3048
-0.1624, -0.0050, -0.0057, 0.0000, 2.3215
-0.1636, -0.0050, -0.0060, 0.0000, 2.3248
-0.1638, -0.0050, -0.0061, 0.0000, 2.3412
-0.1651, -0.0050, -0.0067, 0.0000, 2.3433
-0.1653, -0.0050, -0.0068, 0.0000, 2.3601
-0.1667, -0.0050, -0.0070, 0.0000, 2.3633
-0.1670, -0.0050, -0.0071, 0.0000, 2.3797
-0.1685, -0.0050, -0.0076, 0.0000, 2.3818
-0.1687, -0.0050, -0.0076, 0.0000, 2.3986
-0.1702, -0.0050, -0.0077, 0.0000, 2.4151
-0.1717, -0.0050, -0.0076, 0.0000, 2.4182
-0.1720, -0.0050, -0.0077, 0.0000, 2.4345
-0.1736, -0.0050, -0.0080, 0.0000, 2.4366
-0.1738, -0.0050, -0.0080, 0.0000, 2.4534
-0.1754, -0.0050, -0.0080, 0.0000, 2.4699
-0.1770, -0.0050, -0.0078, 0.0000, 2.4731
-0.1772, -0.0050, -0.0078, 0.0000, 2.4896
-0.1788, -0.0050, -0.0081, 0.0000, 2.4929
-0.1792, -0.0050, -0.0082, 0.0000, 2.5094
-0.1809, -0.0050, -0.0087, 0.0000, 2.5116
-0.1811, -0.0050, -0.0087, 0.0000, 2.5282
-0.1829, -0.0050, -0.0088, 0.0000, 2.5314
-0.1832, -0.0050, -0.0089, 0.0000, 2.5475
-0.1850, -0.0050, -0.0093, 0.0000, 2.5498
-0.1853, -0.0050, -0.0093, 0.0000, 2.5666
-0.1872, -0.0050, -0.0099, 0.0000, 2.5829
-0.1892, -0.0050, -0.0101, 0.0000, 2.5852
-0.1895, -0.0050, -0.0100, 0.0000, 2.6020
-0.1915, -0.0050, -0.0099, 0.0000, 2.6185
-0.1934, -0.0050, -0.0095, 0.0000, 2.6216
-0.1937, -0.0050, -0.0096, 0.0000, 2.6381
-0.1956, -0.0050, -0.0097, 0.0000, 2.6404
-0.1959, -0.0050, -0.0096, 0.0000, 2.6572
-0.1978, -0.0050, -0.0094, 0.0000, 2.6593
-0.1981, -0.0050, -0.0094, 0.0000, 2.6764
-0.2000, -0.0050, -0.0096, 0.0000, 2.6926
-0.2019, -0.0050, -0.0095, 0.0000, 2.6948
-0.2021, -0.0050, -0.0095, 0.0000, 2.7116
-0.2040, -0.0050, -0.0092, 0.0000, 2.7280
-0.2057, -0.0050, -0.0088, 0.0000, 2.7306
-0.2060, -0.0050, -0.0087, 0.0000, 2.7474
-0.2077, -0.0050, -0.0088, 0.0000, 2.7498
-0.2080, -0.0050, -0.0088, 0.0000, 2.7663
-0.2097, -0.0050, -0.0086, 0.0000, 2.7684
-0.2099, -0.0050, -0.0086, 0.0000, 2.7851
-0.2116, -0.0050, -0.0082, 0.0000, 2.8017
-0.2131, -0.0050, -0.0078, 0.0000, 2.8041
-0.2133, -0.0050, -0.0077, 0.0000, 2.8208
-0.2148, -0.0050, -0.0072, 0.0000, 2.8374
-0.2161, -0.0050, -0.0067, 0.0000, 2.8396
-0.2163, -0.0050, -0.0066, 0.0000, 2.8563
-0.2175, -0.0050, -0.0061, 0.0000, 2.8596
-0.2178, -0.0050, -0.0062, 0.0000, 2.8760
-0.2190, -0.0050, -0.0063, 0.0000, 2.8781
-0.2192, -0.0050, -0.0063, 0.0000, 2.8949
-0.2204, -0.0050, -0.0061, 0.0000, 2.9114
-0.2216, -0.0050, -0.0059, 0.0000, 2.9138
-0.2218, -0.0050, -0.0059, 0.0000, 2.9305
-0.2229, -0.0050, -0.0056, 0.0000, 2.9336
-0.2231, -0.0050, -0.0056, 0.0000, 2.9500
-0.2242, -0.0050, -0.0059, 0.0000, 2.9521
-0.2244, -0.0050, -0.0059, 0.0000, 2.9689
-0.2256, -0.0050, -0.0059, 0.0000, 2.9853
-0.2267, -0.0050, -0.0057, 0.0000, 2.9884
