Position x, Position y, Velocity x, Velocity y
-0.6285, -0.0048, 0.0122, -0.0001, 2.4686
-0.6282, -0.0048, 0.0122, -0.0001, 2.4850
-0.6258, -0.0049, 0.0123, -0.0001, 2.5018
-0.6234, -0.0049, 0.0121, -0.0001, 2.5041
-0.6230, -0.0049, 0.0120, -0.0001, 2.5209
-0.6207, -0.0049, 0.0115, -0.0001, 2.5231
-0.6204, -0.0049, 0.0114, -0.0001, 2.5399
-0.6182, -0.0049, 0.0108, -0.0001, 2.5568
-0.6161, -0.0049, 0.0107, 0.0000, 2.5589
-0.6158, -0.0049, 0.0107, 0.0000, 2.5756
-0.6137, -0.0049, 0.0103, 0.0000, 2.5778
-0.6134, -0.0049, 0.0103, 0.0000, 2.5945
-0.6115, -0.0049, 0.0098, 0.0000, 2.6115
-0.6095, -0.0049, 0.0098, 0.0000, 2.6136
-0.6092, -0.0049, 0.0098, 0.0000, 2.6307
-0.6072, -0.0049, 0.0102, 0.0000, 2.6331
-0.6068, -0.0049, 0.0102, 0.0000, 2.6498
-0.6048, -0.0049, 0.0101, 0.0000, 2.6519
-0.6045, -0.0050, 0.0101, 0.0000, 2.6686
-0.6026, -0.0050, 0.0098, 0.0000, 2.6854
-0.6007, -0.0051, 0.0094, -0.0006, 2.6879
-0.6004, -0.0051, 0.0093, -0.0007, 2.7047
-0.5986, -0.0053, 0.0094, -0.0011, 2.7068
-0.5983, -0.0054, 0.0093, -0.0011, 2.7235
-0.5965, -0.0056, 0.0091, -0.0013, 2.7401
-0.5947, -0.0059, 0.0088, -0.0014, 2.7570
-0.5930, -0.0062, 0.0089, -0.0015, 2.7732
-0.5912, -0.0065, 0.0088, -0.0015, 2.7901
-0.5894, -0.0068, 0.0092, -0.0014, 2.8066
-0.5874, -0.0070, 0.0098, -0.0013, 2.8098
-0.5871, -0.0071, 0.0098, -0.0014, 2.8259
-0.5851, -0.0075, 0.0099, -0.0020, 2.8297
-0.5848, -0.0075, 0.0100, -0.0020, 2.8453
-0.5827, -0.0080, 0.0104, -0.0023, 2.8477
-0.5824, -0.0080, 0.0104, -0.0023, 2.8641
-0.5804, -0.0085, 0.0103, -0.0024, 2.8811
-0.5781, -0.0090, 0.0113, -0.0024, 2.8834
-0.5777, -0.0091, 0.0114, -0.0024, 2.9001
-0.5754, -0.0095, 0.0117, -0.0023, 2.9034
-0.5750, -0.0096, 0.0118, -0.0023, 2.9198
-0.5725, -0.0101, 0.0122, -0.0022, 2.9220
-0.5722, -0.0101, 0.0122, -0.0022, 2.9388
-0.5698, -0.0105, 0.0122, -0.0021, 2.9410
-0.5694, -0.0106, 0.0121, -0.0021, 2.9582
-0.5670, -0.0110, 0.0124, -0.0019, 2.9746
-0.5644, -0.0113, 0.0129, -0.0018, 2.9769
-0.5640, -0.0114, 0.0129, -0.0018, 2.9938
-0.5614, -0.0117, 0.0128, -0.0016, 2.9968
-0.5610, -0.0118, 0.0129, -0.0016, 3.0132
-0.5584, -0.0121, 0.0131, -0.0015, 3.0154
-0.5580, -0.0121, 0.0131, -0.0015, 3.0322
-0.5554, -0.0124, 0.0128, -0.0013, 3.0487
-0.5530, -0.0126, 0.0124, -0.0012, 3.0509
-0.5526, -0.0127, 0.0123, -0.0012, 3.0677
