Position x, Position y, Velocity x, Velocity y
0.4364, 0.0017, 4.8786, 0.1046
0.5178, 0.0040, 4.9097, 0.1404
0.5337, 0.0045, 4.8909, 0.1451
0.5641, 0.0054, 4.8470, 0.1535
0.6419, 0.0083, 4.6930, 0.1725
0.6566, 0.0088, 4.6461, 0.1746
0.7293, 0.0119, 4.3875, 0.1842
0.7966, 0.0150, 4.0633, 0.1875
0.8081, 0.0155, 3.9989, 0.1872
0.8306, 0.0166, 3.6075, 0.1745
0.8487, 0.0175, 3.2950, 0.1641
0.8889, 0.0198, 2.4279, 0.1348
0.8959, 0.0201, 2.3123, 0.1307
0.9074, 0.0208, 2.1097, 0.1233
0.9205, 0.0216, 1.8722, 0.1145
0.9432, 0.0232, 1.3695, 0.0953
0.9461, 0.0234, 1.3212, 0.0933
0.9524, 0.0239, 1.2081, 0.0887
0.9590, 0.0244, 1.0877, 0.0835
0.9720, 0.0255, 0.7876, 0.0704
0.9814, 0.0265, 0.5675, 0.0598
0.9830, 0.0267, 0.5394, 0.0583
0.9859, 0.0270, 0.4840, 0.0552
0.9877, 0.0272, 0.4500, 0.0532
0.9929, 0.0280, 0.3184, 0.0453
0.9966, 0.0286, 0.2228, 0.0339
0.9992, 0.0289, 0.1534, 0.0202
0.9995, 0.0289, 0.1461, 0.0188
0.9996, 0.0290, 0.1291, 0.0156
0.9996, 0.0290, 0.1174, 0.0133
0.9996, 0.0291, 0.0786, 0.0056
0.9996, 0.0291, 0.0526, 0.0003
0.9996, 0.0290, 0.0353, -0.0031
0.9996, 0.0290, 0.0337, -0.0034
0.9996, 0.0290, 0.0293, -0.0043
0.9996, 0.0289, 0.0259, -0.0049
0.9996, 0.0288, 0.0174, -0.0064
0.9996, 0.0288, 0.0167, -0.0065
0.9996, 0.0288, 0.0146, -0.0068
0.9996, 0.0287, 0.0129, -0.0070
0.9996, 0.0286, 0.0087, -0.0075
0.9996, 0.0286, 0.0083, -0.0075
0.9996, 0.0285, 0.0075, -0.0076
0.9996, 0.0285, 0.0066, -0.0076
0.9996, 0.0284, 0.0045, -0.0075
0.9996, 0.0282, 0.0031, -0.0073
0.9996, 0.0282, 0.0029, -0.0073
0.9996, 0.0282, 0.0026, -0.0071
0.9996, 0.0281, 0.0023, -0.0070
0.9996, 0.0280, 0.0016, -0.0066
0.9996, 0.0280, 0.0015, -0.0065
0.9996, 0.0280, 0.0013, -0.0064
0.9996, 0.0279, 0.0012, -0.0062
0.9996, 0.0278, 0.0008, -0.0058
0.9996, 0.0278, 0.0008, -0.0057
0.9996, 0.0278, 0.0007, -0.0056
0.9996, 0.0278, 0.0007, -0.0054
0.9996, 0.0277, 0.0005, -0.0050
0.9996, 0.0276, 0.0004, -0.0046
0.9996, 0.0275, 0.0003, -0.0042
0.9996, 0.0275, 0.0003, -0.0042
0.9996, 0.0275, 0.0002, -0.0040
0.9996, 0.0275, 0.0002, -0.0039
0.9996, 0.0274, 0.0002, -0.0036
0.9996, 0.0274, 0.0002, -0.0035
0.9996, 0.0274, 0.0002, -0.0034
0.9996, 0.0274, 0.0001, -0.0033
0.9996, 0.0273, 0.0001, -0.0030
0.9996, 0.0273, 0.0001, -0.0030
0.9996, 0.0273, 0.0001, -0.0029
0.9996, 0.0273, 0.0001, -0.0028
0.9996, 0.0272, 0.0001, -0.0027
0.9996, 0.0272, 0.0001, -0.0027
0.9996, 0.0272, 0.0001, -0.0026
0.9996, 0.0272, 0.0001, -0.0025
0.9996, 0.0271, 0.0001, -0.0023
0.9996, 0.0271, 0.0001, -0.0023
0.9996, 0.0271, 0.0001, -0.0023
0.9996, 0.0271, 0.0001, -0.0022
0.9996, 0.0271, 0.0001, -0.0020
0.9996, 0.0271, 0.0001, -0.0020
0.9996, 0.0271, 0.0001, -0.0019
0.9996, 0.0271, 0.0001, -0.0019
0.9996, 0.0270, 0.0000, -0.0017
0.9996, 0.0270, 0.0000, -0.0016
0.9996, 0.0270, 0.0000, -0.0016
0.9996, 0.0270, 0.0000, -0.0015
0.9996, 0.0270, 0.0000, -0.0015
0.9996, 0.0270, 0.0000, -0.0013
