Position x, Position y, Velocity x, Velocity y
0.6118, -0.0013, 0.0110, 0.0007
0.6140, -0.0012, 0.0109, 0.0006
0.6162, -0.0011, 0.0111, 0.0006
0.6185, -0.0010, 0.0116, 0.0005
0.6209, -0.0009, 0.0123, 0.0005
0.6235, -0.0008, 0.0131, 0.0004
0.6264, -0.0007, 0.0145, 0.0004
0.6294, -0.0007, 0.0151, 0.0003
0.6326, -0.0006, 0.0158, 0.0003
0.6358, -0.0005, 0.0164, 0.0003
0.6392, -0.0005, 0.0171, 0.0003
0.6426, -0.0004, 0.0171, 0.0002
0.6461, -0.0004, 0.0173, 0.0002
0.6577, -0.0003, 0.0216, 0.0002
0.6618, -0.0003, 0.0203, 0.0001
0.6656, -0.0003, 0.0190, 0.0001
0.6692, -0.0002, 0.0182, 0.0001
0.6726, -0.0002, 0.0172, 0.0001
0.6758, -0.0002, 0.0162, 0.0001
0.6789, -0.0002, 0.0157, 0.0001
0.6819, -0.0002, 0.0150, 0.0001
0.6850, -0.0001, 0.0154, 0.0001
0.6880, -0.0001, 0.0152, 0.0001
0.6909, -0.0001, 0.0148, 0.0001
0.6939, -0.0001, 0.0147, 0.0001
0.6967, -0.0001, 0.0143, 0.0001
0.6996, -0.0001, 0.0144, 0.0000
0.7024, -0.0001, 0.0140, 0.0000
0.7051, -0.0001, 0.0140, 0.0000
0.7080, -0.0001, 0.0143, 0.0000
0.7108, -0.0001, 0.0142, 0.0000
0.7135, -0.0001, 0.0137, 0.0000
0.7161, 0.0000, 0.0131, 0.0000
0.7187, 0.0000, 0.0130, 0.0000
0.7212, 0.0000, 0.0126, 0.0000
0.7236, 0.0000, 0.0120, 0.0000
0.7261, 0.0000, 0.0125, 0.0000
0.7286, 0.0000, 0.0126, 0.0000
0.7310, 0.0000, 0.0123, 0.0000
0.7335, 0.0000, 0.0125, 0.0000
0.7360, 0.0000, 0.0122, 0.0000
0.7383, 0.0000, 0.0118, 0.0000
0.7408, 0.0000, 0.0124, 0.0000
0.7433, 0.0000, 0.0126, 0.0000
0.7457, 0.0000, 0.0124, 0.0000
0.7481, 0.0000, 0.0119, 0.0000
0.7505, 0.0000, 0.0119, 0.0000
0.7529, 0.0000, 0.0123, 0.0000
0.7554, 0.0000, 0.0128, 0.0000
0.7581, 0.0000, 0.0135, 0.0000
0.7610, 0.0000, 0.0142, 0.0000
0.7639, 0.0000, 0.0150, 0.0000
0.7672, 0.0000, 0.0164, 0.0000
0.7707, 0.0000, 0.0175, 0.0000
0.7742, 0.0000, 0.0178, 0.0000
0.7778, 0.0000, 0.0182, 0.0000
0.7815, 0.0000, 0.0187, 0.0000
0.7852, 0.0000, 0.0185, 0.0000
0.7888, 0.0000, 0.0179, 0.0000
0.7923, 0.0000, 0.0177, 0.0000
0.7957, 0.0000, 0.0172, 0.0000
0.7990, 0.0000, 0.0164, 0.0000
0.8022, 0.0000, 0.0160, 0.0000
0.8054, 0.0000, 0.0160, 0.0000
0.8085, 0.0000, 0.0157, 0.0000
0.8116, 0.0000, 0.0156, 0.0000
0.8146, 0.0000, 0.0152, 0.0000
0.8175, 0.0000, 0.0146, 0.0000
0.8202, 0.0000, 0.0138, 0.0000
